pair,listener,crit_half,crit_order_bin,condition,prop_target_fix,prop_compet_fix,num_trials,numtNA,numcNA
21,41,firsthalf,2,Two Contrasts Shared,1,0.42857142857142855,7,0,0
21,41,firsthalf,2,Two Contrasts Privileged,0.6666666666666666,0,3,0,0
21,41,firsthalf,2,One Contrast,0.75,0.5,4,0,0
21,41,secondhalf,3,Two Contrasts Shared,1,0.25,8,0,0
21,41,secondhalf,3,Two Contrasts Privileged,1,0.3333333333333333,3,0,0
21,41,secondhalf,3,One Contrast,1,0.5,4,0,0
21,41,secondhalf,4,Two Contrasts Shared,0.75,0.625,8,0,0
21,41,secondhalf,4,Two Contrasts Privileged,0.5,0.25,4,0,0
21,41,secondhalf,4,One Contrast,0.6,0.4,5,0,0
21,42,firsthalf,1,Two Contrasts Shared,1,0.5,6,0,0
21,42,firsthalf,1,Two Contrasts Privileged,1,0.6666666666666666,3,0,0
21,42,firsthalf,1,One Contrast,0,0.5,2,0,0
21,42,firsthalf,2,Two Contrasts Shared,1,0.16666666666666666,6,0,0
21,42,firsthalf,2,Two Contrasts Privileged,1,0,3,0,0
21,42,firsthalf,2,One Contrast,1,0.3333333333333333,3,0,0
21,42,secondhalf,3,Two Contrasts Shared,0.5714285714285714,0.42857142857142855,7,0,0
21,42,secondhalf,3,Two Contrasts Privileged,0.3333333333333333,0,3,0,0
21,42,secondhalf,3,One Contrast,1,1,3,0,0
21,42,secondhalf,4,Two Contrasts Shared,0.5714285714285714,0.42857142857142855,7,0,0
21,42,secondhalf,4,Two Contrasts Privileged,0.25,0,4,0,0
21,42,secondhalf,4,One Contrast,1,1,3,0,0
22,43,firsthalf,1,Two Contrasts Shared,1,0.5714285714285714,7,0,0
22,43,firsthalf,1,Two Contrasts Privileged,0.6666666666666666,0.6666666666666666,3,0,0
22,43,firsthalf,1,One Contrast,1,0,2,0,0
22,43,firsthalf,2,Two Contrasts Shared,0.8571428571428571,0.42857142857142855,7,0,0
22,43,firsthalf,2,Two Contrasts Privileged,0.75,0.75,4,0,0
22,43,firsthalf,2,One Contrast,1,0.3333333333333333,3,0,0
22,43,secondhalf,3,Two Contrasts Shared,1,0.2857142857142857,7,0,0
22,43,secondhalf,3,Two Contrasts Privileged,1,0.25,4,0,0
22,43,secondhalf,3,One Contrast,1,0.3333333333333333,3,0,0
22,43,secondhalf,4,Two Contrasts Shared,0.625,0.25,8,0,0
22,43,secondhalf,4,Two Contrasts Privileged,0.8,0.6,5,0,0
22,43,secondhalf,4,One Contrast,1,0.5,4,0,0
22,44,firsthalf,1,Two Contrasts Shared,0.8571428571428571,0.5714285714285714,7,0,0
22,44,firsthalf,1,Two Contrasts Privileged,1,0,3,0,0
22,44,firsthalf,1,One Contrast,0.6666666666666666,0.3333333333333333,3,0,0
22,44,firsthalf,2,Two Contrasts Shared,1,0.2857142857142857,7,0,0
22,44,firsthalf,2,Two Contrasts Privileged,0.75,0.75,4,0,0
22,44,firsthalf,2,One Contrast,1,0,4,0,0
22,44,secondhalf,3,Two Contrasts Shared,1,0.375,8,0,0
22,44,secondhalf,3,Two Contrasts Privileged,1,0.25,4,0,0
22,44,secondhalf,3,One Contrast,1,0.25,4,0,0
22,44,secondhalf,4,Two Contrasts Shared,0.625,0.5,8,0,0
22,44,secondhalf,4,Two Contrasts Privileged,0.8,0.6,5,0,0
22,44,secondhalf,4,One Contrast,1,0.25,4,0,0
23,45,firsthalf,1,Two Contrasts Shared,0.8571428571428571,0.5714285714285714,7,0,0
23,45,firsthalf,1,Two Contrasts Privileged,1,0,3,0,0
23,45,firsthalf,1,One Contrast,1,0.3333333333333333,3,0,0
23,45,firsthalf,2,Two Contrasts Shared,0.7142857142857143,0.42857142857142855,7,0,0
23,45,firsthalf,2,Two Contrasts Privileged,0.6666666666666666,0.3333333333333333,3,0,0
23,45,firsthalf,2,One Contrast,0.6666666666666666,0.3333333333333333,3,0,0
23,45,secondhalf,3,Two Contrasts Shared,0.625,0.375,8,0,0
23,45,secondhalf,3,Two Contrasts Privileged,1,0,4,0,0
23,45,secondhalf,3,One Contrast,1,0.5,4,0,0
23,45,secondhalf,4,Two Contrasts Shared,0.75,0.625,8,0,0
23,45,secondhalf,4,Two Contrasts Privileged,1,0.25,4,0,0
23,45,secondhalf,4,One Contrast,1,0.5,4,0,0
23,46,firsthalf,1,Two Contrasts Shared,1,0.14285714285714285,7,0,0
23,46,firsthalf,1,Two Contrasts Privileged,1,0,3,0,0
23,46,firsthalf,1,One Contrast,0.6666666666666666,0,3,0,0
23,46,firsthalf,2,Two Contrasts Shared,0.75,0.625,8,0,0
23,46,firsthalf,2,Two Contrasts Privileged,1,0.5,4,0,0
23,46,firsthalf,2,One Contrast,1,0.5,4,0,0
23,46,secondhalf,3,Two Contrasts Shared,0.75,0.75,8,0,0
23,46,secondhalf,3,Two Contrasts Privileged,1,0.25,4,0,0
23,46,secondhalf,3,One Contrast,1,0,4,0,0
23,46,secondhalf,4,Two Contrasts Shared,0.75,0.5,8,0,0
23,46,secondhalf,4,Two Contrasts Privileged,0.5,0.75,4,0,0
23,46,secondhalf,4,One Contrast,0.5,0,4,0,0
24,47,firsthalf,1,Two Contrasts Shared,0.6666666666666666,0.3333333333333333,6,0,0
24,47,firsthalf,1,Two Contrasts Privileged,0.6666666666666666,0.6666666666666666,3,0,0
24,47,firsthalf,1,One Contrast,0.5,0,2,0,0
24,47,firsthalf,2,Two Contrasts Shared,0.8333333333333334,0.3333333333333333,6,0,0
24,47,firsthalf,2,Two Contrasts Privileged,1,0.3333333333333333,3,0,0
24,47,firsthalf,2,One Contrast,1,0,3,0,0
24,47,secondhalf,3,Two Contrasts Shared,0.7142857142857143,0.42857142857142855,7,0,0
24,47,secondhalf,3,Two Contrasts Privileged,0.6666666666666666,0.6666666666666666,3,0,0
24,47,secondhalf,3,One Contrast,0.6666666666666666,0.3333333333333333,3,0,0
24,47,secondhalf,4,Two Contrasts Shared,0.7142857142857143,0.14285714285714285,7,0,0
24,47,secondhalf,4,Two Contrasts Privileged,0.75,0.5,4,0,0
24,47,secondhalf,4,One Contrast,1,0.3333333333333333,3,0,0
24,48,firsthalf,1,Two Contrasts Shared,0.4,0.6,5,0,0
24,48,firsthalf,1,Two Contrasts Privileged,0,0.5,2,0,0
24,48,firsthalf,1,One Contrast,0,0,2,0,0
24,48,firsthalf,2,Two Contrasts Shared,0.16666666666666666,0.16666666666666666,6,0,0
24,48,firsthalf,2,Two Contrasts Privileged,0,0.3333333333333333,3,0,0
24,48,firsthalf,2,One Contrast,0,0.3333333333333333,3,0,0
24,48,secondhalf,3,Two Contrasts Shared,0.3333333333333333,0.3333333333333333,6,0,0
24,48,secondhalf,3,Two Contrasts Privileged,0.3333333333333333,0.3333333333333333,3,0,0
24,48,secondhalf,3,One Contrast,0,0.3333333333333333,3,0,0
24,48,secondhalf,4,Two Contrasts Shared,0.5,0.16666666666666666,6,0,0
24,48,secondhalf,4,Two Contrasts Privileged,0.5,0.25,4,0,0
24,48,secondhalf,4,One Contrast,0,0.25,4,0,0
25,49,firsthalf,1,Two Contrasts Shared,0.8333333333333334,0.3333333333333333,6,0,0
25,49,firsthalf,1,Two Contrasts Privileged,0.3333333333333333,0.3333333333333333,3,0,0
25,49,firsthalf,1,One Contrast,1,0,3,0,0
25,49,firsthalf,2,Two Contrasts Shared,0.8571428571428571,0.42857142857142855,7,0,0
25,49,firsthalf,2,Two Contrasts Privileged,0.6666666666666666,0.6666666666666666,3,0,0
25,49,firsthalf,2,One Contrast,0.6666666666666666,0.3333333333333333,3,0,0
25,49,secondhalf,3,Two Contrasts Shared,0.7142857142857143,0.5714285714285714,7,0,0
25,49,secondhalf,3,Two Contrasts Privileged,1,0,4,0,0
25,49,secondhalf,3,One Contrast,1,0.25,4,0,0
25,49,secondhalf,4,Two Contrasts Shared,1,0.14285714285714285,7,0,0
25,49,secondhalf,4,Two Contrasts Privileged,0.75,0.25,4,0,0
25,49,secondhalf,4,One Contrast,0.75,0.25,4,0,0
25,50,firsthalf,1,Two Contrasts Shared,1,0.5,6,0,0
25,50,firsthalf,1,Two Contrasts Privileged,0.5,0,2,0,0
25,50,firsthalf,1,One Contrast,0.6666666666666666,0,3,0,0
25,50,firsthalf,2,Two Contrasts Shared,1,0.5714285714285714,7,0,0
25,50,firsthalf,2,Two Contrasts Privileged,0.6666666666666666,0.6666666666666666,3,0,0
25,50,firsthalf,2,One Contrast,0.6666666666666666,0,3,0,0
25,50,secondhalf,3,Two Contrasts Shared,0.8571428571428571,0.5714285714285714,7,0,0
25,50,secondhalf,3,Two Contrasts Privileged,0.6666666666666666,0.6666666666666666,3,0,0
25,50,secondhalf,3,One Contrast,1,0.6666666666666666,3,0,0
25,50,secondhalf,4,Two Contrasts Shared,0.75,0.5,8,0,0
25,50,secondhalf,4,Two Contrasts Privileged,0.6666666666666666,0,3,0,0
25,50,secondhalf,4,One Contrast,1,0,4,0,0
27,53,firsthalf,1,Two Contrasts Shared,0.5714285714285714,0.5714285714285714,7,0,0
27,53,firsthalf,1,Two Contrasts Privileged,1,0.6666666666666666,3,0,0
27,53,firsthalf,1,One Contrast,1,0.3333333333333333,3,0,0
27,53,firsthalf,2,Two Contrasts Shared,0.7142857142857143,0.2857142857142857,7,0,0
27,53,firsthalf,2,Two Contrasts Privileged,1,0.3333333333333333,3,0,0
27,53,firsthalf,2,One Contrast,0.3333333333333333,0.3333333333333333,3,0,0
27,53,secondhalf,3,Two Contrasts Shared,0.2857142857142857,0.7142857142857143,7,0,0
27,53,secondhalf,3,Two Contrasts Privileged,1,0.3333333333333333,3,0,0
27,53,secondhalf,3,One Contrast,0.6666666666666666,0.6666666666666666,3,0,0
27,53,secondhalf,4,Two Contrasts Shared,0.75,0.25,8,0,0
27,53,secondhalf,4,Two Contrasts Privileged,1,0.5,4,0,0
27,53,secondhalf,4,One Contrast,0.5,0,4,0,0
27,54,firsthalf,1,Two Contrasts Shared,0.8333333333333334,0.5,6,0,0
27,54,firsthalf,1,Two Contrasts Privileged,1,0.3333333333333333,3,0,0
27,54,firsthalf,1,One Contrast,0.6666666666666666,0.3333333333333333,3,0,0
27,54,firsthalf,2,Two Contrasts Shared,1,0.5714285714285714,7,0,0
27,54,firsthalf,2,Two Contrasts Privileged,1,0.3333333333333333,3,0,0
27,54,firsthalf,2,One Contrast,1,0.3333333333333333,3,0,0
27,54,secondhalf,3,Two Contrasts Shared,0.7142857142857143,0.2857142857142857,7,0,0
27,54,secondhalf,3,Two Contrasts Privileged,1,0.3333333333333333,3,0,0
27,54,secondhalf,3,One Contrast,1,1,3,0,0
27,54,secondhalf,4,Two Contrasts Shared,0.875,0.375,8,0,0
27,54,secondhalf,4,Two Contrasts Privileged,1,0.5,4,0,0
27,54,secondhalf,4,One Contrast,0.25,0.5,4,0,0
28,55,firsthalf,1,Two Contrasts Shared,0.5,0.6666666666666666,6,0,0
28,55,firsthalf,1,Two Contrasts Privileged,0.6666666666666666,0.3333333333333333,3,0,0
28,55,firsthalf,1,One Contrast,0.6666666666666666,0.6666666666666666,3,0,0
28,55,firsthalf,2,Two Contrasts Shared,0.8571428571428571,0.2857142857142857,7,0,0
28,55,firsthalf,2,Two Contrasts Privileged,0.75,0.5,4,0,0
28,55,firsthalf,2,One Contrast,0.6666666666666666,0.3333333333333333,3,0,0
28,55,secondhalf,3,Two Contrasts Shared,0.8571428571428571,0.5714285714285714,7,0,0
28,55,secondhalf,3,Two Contrasts Privileged,1,0.5,4,0,0
28,55,secondhalf,3,One Contrast,0.75,0.25,4,0,0
28,55,secondhalf,4,Two Contrasts Shared,0.875,0.75,8,0,0
28,55,secondhalf,4,Two Contrasts Privileged,0.6,0.8,5,0,0
28,55,secondhalf,4,One Contrast,0.5,0.5,4,0,0
28,56,firsthalf,1,Two Contrasts Shared,1,0.42857142857142855,7,0,0
28,56,firsthalf,1,Two Contrasts Privileged,1,0.3333333333333333,3,0,0
28,56,firsthalf,1,One Contrast,1,0.3333333333333333,3,0,0
28,56,firsthalf,2,Two Contrasts Shared,1,0.42857142857142855,7,0,0
28,56,firsthalf,2,Two Contrasts Privileged,1,0.25,4,0,0
28,56,firsthalf,2,One Contrast,0.75,0.5,4,0,0
28,56,secondhalf,3,Two Contrasts Shared,0.625,1,8,0,0
28,56,secondhalf,3,Two Contrasts Privileged,0.75,0.75,4,0,0
28,56,secondhalf,3,One Contrast,1,1,4,0,0
28,56,secondhalf,4,Two Contrasts Shared,0.875,0.75,8,0,0
28,56,secondhalf,4,Two Contrasts Privileged,1,0.5,4,0,0
28,56,secondhalf,4,One Contrast,1,0.25,4,0,0
30,59,firsthalf,1,Two Contrasts Shared,0.8333333333333334,0.6666666666666666,6,0,0
30,59,firsthalf,1,Two Contrasts Privileged,1,0.3333333333333333,3,0,0
30,59,firsthalf,1,One Contrast,1,0.3333333333333333,3,0,0
30,59,firsthalf,2,Two Contrasts Shared,0.5714285714285714,0.42857142857142855,7,0,0
30,59,firsthalf,2,Two Contrasts Privileged,0.75,1,4,0,0
30,59,firsthalf,2,One Contrast,1,0,3,0,0
30,59,secondhalf,3,Two Contrasts Shared,0.8571428571428571,0.42857142857142855,7,0,0
30,59,secondhalf,3,Two Contrasts Privileged,0.75,0.5,4,0,0
30,59,secondhalf,3,One Contrast,1,0.25,4,0,0
30,59,secondhalf,4,Two Contrasts Shared,0.8571428571428571,0.14285714285714285,7,0,0
30,59,secondhalf,4,Two Contrasts Privileged,1,0.4,5,0,0
30,59,secondhalf,4,One Contrast,1,0,4,0,0
30,60,firsthalf,1,Two Contrasts Shared,0.8333333333333334,0.8333333333333334,6,0,0
30,60,firsthalf,1,Two Contrasts Privileged,1,0,2,0,0
30,60,firsthalf,1,One Contrast,0.6666666666666666,0.3333333333333333,3,0,0
30,60,firsthalf,2,Two Contrasts Shared,0.5,1,6,0,0
30,60,firsthalf,2,Two Contrasts Privileged,0.5,1,2,0,0
30,60,firsthalf,2,One Contrast,1,0.3333333333333333,3,0,0
30,60,secondhalf,3,Two Contrasts Shared,1,0.3333333333333333,6,0,0
30,60,secondhalf,3,Two Contrasts Privileged,1,0.6666666666666666,3,0,0
30,60,secondhalf,3,One Contrast,0.75,0.75,4,0,0
30,60,secondhalf,4,Two Contrasts Shared,0.5714285714285714,0.2857142857142857,7,0,0
30,60,secondhalf,4,Two Contrasts Privileged,0.6666666666666666,0.3333333333333333,3,0,0
30,60,secondhalf,4,One Contrast,1,0.75,4,0,0
31,61,firsthalf,1,Two Contrasts Shared,0.42857142857142855,0.5714285714285714,7,0,0
31,61,firsthalf,1,Two Contrasts Privileged,1,0.6666666666666666,3,0,0
31,61,firsthalf,1,One Contrast,0.6666666666666666,0,3,0,0
31,61,firsthalf,2,Two Contrasts Shared,0.625,0.625,8,0,0
31,61,firsthalf,2,Two Contrasts Privileged,0.5,0.5,4,0,0
31,61,firsthalf,2,One Contrast,0.75,0.5,4,0,0
31,61,secondhalf,3,Two Contrasts Shared,0.75,0.5,8,0,0
31,61,secondhalf,3,Two Contrasts Privileged,0.5,0.25,4,0,0
31,61,secondhalf,3,One Contrast,0.5,0.25,4,0,0
31,61,secondhalf,4,Two Contrasts Shared,0.8888888888888888,0.1111111111111111,9,0,0
31,61,secondhalf,4,Two Contrasts Privileged,0.8,0.6,5,0,0
31,61,secondhalf,4,One Contrast,0.75,0.5,4,0,0
31,62,firsthalf,1,Two Contrasts Shared,0.7142857142857143,0.7142857142857143,7,0,0
31,62,firsthalf,1,Two Contrasts Privileged,0.6666666666666666,0.6666666666666666,3,0,0
31,62,firsthalf,1,One Contrast,0.6666666666666666,0.6666666666666666,3,0,0
31,62,firsthalf,2,Two Contrasts Shared,0.8571428571428571,0.2857142857142857,7,0,0
31,62,firsthalf,2,Two Contrasts Privileged,1,0.3333333333333333,3,0,0
31,62,firsthalf,2,One Contrast,1,0.75,4,0,0
31,62,secondhalf,3,Two Contrasts Shared,0.875,0.75,8,0,0
31,62,secondhalf,3,Two Contrasts Privileged,1,0.3333333333333333,3,0,0
31,62,secondhalf,3,One Contrast,1,0.5,4,0,0
31,62,secondhalf,4,Two Contrasts Shared,0.875,0.5,8,0,0
31,62,secondhalf,4,Two Contrasts Privileged,0.5,0.75,4,0,0
31,62,secondhalf,4,One Contrast,0.75,0.75,4,0,0
32,63,firsthalf,1,Two Contrasts Shared,1,0.14285714285714285,7,0,0
32,63,firsthalf,1,Two Contrasts Privileged,0.5,0.5,2,0,0
32,63,firsthalf,1,One Contrast,1,0,3,0,0
32,63,firsthalf,2,Two Contrasts Shared,0.8571428571428571,0.42857142857142855,7,0,0
32,63,firsthalf,2,Two Contrasts Privileged,1,0.3333333333333333,3,0,0
32,63,firsthalf,2,One Contrast,1,0.25,4,0,0
32,63,secondhalf,3,Two Contrasts Shared,0.75,0.75,8,0,0
32,63,secondhalf,3,Two Contrasts Privileged,0.6666666666666666,1,3,0,0
32,63,secondhalf,3,One Contrast,1,0.25,4,0,0
32,63,secondhalf,4,Two Contrasts Shared,0.75,0.625,8,0,0
32,63,secondhalf,4,Two Contrasts Privileged,0.75,0.25,4,0,0
32,63,secondhalf,4,One Contrast,1,0.4,5,0,0
32,64,firsthalf,1,Two Contrasts Shared,0.8,0.4,5,0,0
32,64,firsthalf,1,Two Contrasts Privileged,0.5,0.5,2,0,0
32,64,firsthalf,1,One Contrast,0.5,0,2,0,0
32,64,firsthalf,2,Two Contrasts Shared,0.3333333333333333,0.6666666666666666,6,0,0
32,64,firsthalf,2,Two Contrasts Privileged,0.6666666666666666,0.3333333333333333,3,0,0
32,64,firsthalf,2,One Contrast,0.6666666666666666,0,3,0,0
32,64,secondhalf,3,Two Contrasts Shared,0.5,0.5,6,0,0
32,64,secondhalf,3,Two Contrasts Privileged,0.6666666666666666,0.3333333333333333,3,0,0
32,64,secondhalf,3,One Contrast,0.6666666666666666,0.6666666666666666,3,0,0
32,64,secondhalf,4,Two Contrasts Shared,1,0.6666666666666666,6,0,0
32,64,secondhalf,4,Two Contrasts Privileged,0.6666666666666666,0.6666666666666666,3,0,0
32,64,secondhalf,4,One Contrast,0.75,0.25,4,0,0
33,65,firsthalf,1,Two Contrasts Shared,0.6666666666666666,0.6666666666666666,6,0,0
33,65,firsthalf,1,Two Contrasts Privileged,1,0,3,0,0
33,65,firsthalf,1,One Contrast,1,0.3333333333333333,3,0,0
33,65,firsthalf,2,Two Contrasts Shared,0.7142857142857143,0.5714285714285714,7,0,0
33,65,firsthalf,2,Two Contrasts Privileged,0.6666666666666666,0.6666666666666666,3,0,0
33,65,firsthalf,2,One Contrast,0.6666666666666666,0.6666666666666666,3,0,0
33,65,secondhalf,3,Two Contrasts Shared,0.8571428571428571,0.14285714285714285,7,0,0
33,65,secondhalf,3,Two Contrasts Privileged,0.75,0.75,4,0,0
33,65,secondhalf,3,One Contrast,0.5,0.25,4,0,0
33,65,secondhalf,4,Two Contrasts Shared,0.75,0.5,8,0,0
33,65,secondhalf,4,Two Contrasts Privileged,1,0.25,4,0,0
33,65,secondhalf,4,One Contrast,1,0.25,4,0,0
33,66,firsthalf,1,Two Contrasts Shared,1,0.16666666666666666,6,0,0
33,66,firsthalf,1,Two Contrasts Privileged,0.6666666666666666,0.6666666666666666,3,0,0
33,66,firsthalf,1,One Contrast,0.6666666666666666,0.3333333333333333,3,0,0
33,66,firsthalf,2,Two Contrasts Shared,0.7142857142857143,0.5714285714285714,7,0,0
33,66,firsthalf,2,Two Contrasts Privileged,1,0.3333333333333333,3,0,0
33,66,firsthalf,2,One Contrast,0.3333333333333333,0.6666666666666666,3,0,0
33,66,secondhalf,3,Two Contrasts Shared,0.7142857142857143,0.5714285714285714,7,0,0
33,66,secondhalf,3,Two Contrasts Privileged,0.3333333333333333,0.3333333333333333,3,0,0
33,66,secondhalf,3,One Contrast,1,0.5,4,0,0
33,66,secondhalf,4,Two Contrasts Shared,0.875,0.375,8,0,0
33,66,secondhalf,4,Two Contrasts Privileged,0.75,0.75,4,0,0
33,66,secondhalf,4,One Contrast,1,0.25,4,0,0
34,67,firsthalf,1,Two Contrasts Shared,1,0.14285714285714285,7,0,0
34,67,firsthalf,1,Two Contrasts Privileged,0.6666666666666666,0.6666666666666666,3,0,0
34,67,firsthalf,1,One Contrast,0.6666666666666666,0,3,0,0
34,67,firsthalf,2,Two Contrasts Shared,0.75,0.5,8,0,0
34,67,firsthalf,2,Two Contrasts Privileged,0.75,0.75,4,0,0
34,67,firsthalf,2,One Contrast,0.75,0.5,4,0,0
34,67,secondhalf,3,Two Contrasts Shared,1,0.25,8,0,0
34,67,secondhalf,3,Two Contrasts Privileged,0.75,0.5,4,0,0
34,67,secondhalf,3,One Contrast,1,0,4,0,0
34,67,secondhalf,4,Two Contrasts Shared,0.8888888888888888,0.2222222222222222,9,0,0
34,67,secondhalf,4,Two Contrasts Privileged,0.8,0.6,5,0,0
34,67,secondhalf,4,One Contrast,1,0.25,4,0,0
34,68,firsthalf,1,Two Contrasts Shared,0.5714285714285714,0.42857142857142855,7,0,0
34,68,firsthalf,1,Two Contrasts Privileged,0.3333333333333333,0.6666666666666666,3,0,0
34,68,firsthalf,1,One Contrast,1,0.3333333333333333,3,0,0
34,68,firsthalf,2,Two Contrasts Shared,0.42857142857142855,0.7142857142857143,7,0,0
34,68,firsthalf,2,Two Contrasts Privileged,1,0.5,4,0,0
34,68,firsthalf,2,One Contrast,1,0,4,0,0
34,68,secondhalf,3,Two Contrasts Shared,0.5,1,8,0,0
34,68,secondhalf,3,Two Contrasts Privileged,0.75,0.25,4,0,0
34,68,secondhalf,3,One Contrast,0.75,0.25,4,0,0
34,68,secondhalf,4,Two Contrasts Shared,0.875,0.125,8,0,0
34,68,secondhalf,4,Two Contrasts Privileged,0.75,0,4,0,0
34,68,secondhalf,4,One Contrast,0.75,0.25,4,0,0
35,69,firsthalf,1,Two Contrasts Shared,1,0.2857142857142857,7,0,0
35,69,firsthalf,1,Two Contrasts Privileged,1,0.6666666666666666,3,0,0
35,69,firsthalf,1,One Contrast,0.6666666666666666,0.3333333333333333,3,0,0
35,69,firsthalf,2,Two Contrasts Shared,0.8571428571428571,0.5714285714285714,7,0,0
35,69,firsthalf,2,Two Contrasts Privileged,0.75,0.5,4,0,0
35,69,firsthalf,2,One Contrast,0.75,0.5,4,0,0
35,69,secondhalf,3,Two Contrasts Shared,0.8571428571428571,0.2857142857142857,7,0,0
35,69,secondhalf,3,Two Contrasts Privileged,0.75,1,4,0,0
35,69,secondhalf,3,One Contrast,1,0.5,4,0,0
35,69,secondhalf,4,Two Contrasts Shared,0.875,0.375,8,0,0
35,69,secondhalf,4,Two Contrasts Privileged,1,0,4,0,0
35,69,secondhalf,4,One Contrast,1,0.4,5,0,0
35,70,firsthalf,1,Two Contrasts Shared,0.8571428571428571,0,7,0,0
35,70,firsthalf,1,Two Contrasts Privileged,0.6666666666666666,0.6666666666666666,3,0,0
35,70,firsthalf,1,One Contrast,1,0.3333333333333333,3,0,0
35,70,firsthalf,2,Two Contrasts Shared,0.75,0.625,8,0,0
35,70,firsthalf,2,Two Contrasts Privileged,0.75,0.5,4,0,0
35,70,firsthalf,2,One Contrast,1,0.25,4,0,0
35,70,secondhalf,3,Two Contrasts Shared,0.625,1,8,0,0
35,70,secondhalf,3,Two Contrasts Privileged,1,0,4,0,0
35,70,secondhalf,3,One Contrast,1,0.25,4,0,0
35,70,secondhalf,4,Two Contrasts Shared,0.75,0.375,8,0,0
35,70,secondhalf,4,Two Contrasts Privileged,0.8,0.4,5,0,0
35,70,secondhalf,4,One Contrast,1,0.2,5,0,0
36,72,firsthalf,1,Two Contrasts Shared,0.8571428571428571,0.14285714285714285,7,0,0
36,72,firsthalf,1,Two Contrasts Privileged,1,0.3333333333333333,3,0,0
36,72,firsthalf,1,One Contrast,0.6666666666666666,0.6666666666666666,3,0,0
36,72,firsthalf,2,Two Contrasts Shared,0.7142857142857143,0.5714285714285714,7,0,0
36,72,firsthalf,2,Two Contrasts Privileged,1,0,4,0,0
36,72,firsthalf,2,One Contrast,1,0,3,0,0
36,72,secondhalf,3,Two Contrasts Shared,0.7142857142857143,0.7142857142857143,7,0,0
36,72,secondhalf,3,Two Contrasts Privileged,1,0,4,0,0
36,72,secondhalf,3,One Contrast,1,0.25,4,0,0
36,72,secondhalf,4,Two Contrasts Shared,0.875,0.375,8,0,0
36,72,secondhalf,4,Two Contrasts Privileged,0.8,0.2,5,0,0
36,72,secondhalf,4,One Contrast,1,0.25,4,0,0
36,73,firsthalf,1,Two Contrasts Shared,0.7142857142857143,0.7142857142857143,7,0,0
36,73,firsthalf,1,Two Contrasts Privileged,0,0.5,2,0,0
36,73,firsthalf,1,One Contrast,1,0.3333333333333333,3,0,0
36,73,firsthalf,2,Two Contrasts Shared,0.7142857142857143,0.2857142857142857,7,0,0
36,73,firsthalf,2,Two Contrasts Privileged,0.3333333333333333,0.6666666666666666,3,0,0
36,73,firsthalf,2,One Contrast,0.75,0.75,4,0,0
36,73,secondhalf,3,Two Contrasts Shared,0.7142857142857143,0.5714285714285714,7,0,0
36,73,secondhalf,3,Two Contrasts Privileged,1,0.6666666666666666,3,0,0
36,73,secondhalf,3,One Contrast,1,0,4,0,0
36,73,secondhalf,4,Two Contrasts Shared,0.875,0.375,8,0,0
36,73,secondhalf,4,Two Contrasts Privileged,1,0.5,4,0,0
36,73,secondhalf,4,One Contrast,1,0,4,0,0
38,76,firsthalf,1,Two Contrasts Shared,0.75,0.5,4,0,0
38,76,firsthalf,1,Two Contrasts Privileged,1,0,1,0,0
38,76,firsthalf,1,One Contrast,1,0,2,0,0
38,76,firsthalf,2,Two Contrasts Shared,0.4,0.4,5,0,0
38,76,firsthalf,2,Two Contrasts Privileged,1,0,1,0,0
38,76,firsthalf,2,One Contrast,1,1,2,0,0
38,76,secondhalf,3,Two Contrasts Shared,0.6,0.4,5,0,0
38,76,secondhalf,3,Two Contrasts Privileged,1,0,2,0,0
38,76,secondhalf,3,One Contrast,1,0.5,2,0,0
38,76,secondhalf,4,Two Contrasts Shared,1,0.4,5,0,0
38,76,secondhalf,4,Two Contrasts Privileged,0.5,0.5,2,0,0
38,76,secondhalf,4,One Contrast,1,0.3333333333333333,3,0,0
38,77,firsthalf,1,Two Contrasts Shared,0.8333333333333334,0.3333333333333333,6,0,0
38,77,firsthalf,1,Two Contrasts Privileged,1,0,3,0,0
38,77,firsthalf,1,One Contrast,1,0.3333333333333333,3,0,0
38,77,firsthalf,2,Two Contrasts Shared,0.8571428571428571,0.2857142857142857,7,0,0
38,77,firsthalf,2,Two Contrasts Privileged,1,0.6666666666666666,3,0,0
38,77,firsthalf,2,One Contrast,0.75,0.25,4,0,0
38,77,secondhalf,3,Two Contrasts Shared,0.8571428571428571,0.8571428571428571,7,0,0
38,77,secondhalf,3,Two Contrasts Privileged,1,0.5,4,0,0
38,77,secondhalf,3,One Contrast,0.75,0.25,4,0,0
38,77,secondhalf,4,Two Contrasts Shared,0.75,0.625,8,0,0
38,77,secondhalf,4,Two Contrasts Privileged,0.75,0.25,4,0,0
38,77,secondhalf,4,One Contrast,0.4,0.2,5,0,0
39,78,firsthalf,1,Two Contrasts Shared,0.8333333333333334,0.3333333333333333,6,0,0
39,78,firsthalf,1,Two Contrasts Privileged,1,0.6666666666666666,3,0,0
39,78,firsthalf,1,One Contrast,0.6666666666666666,0,3,0,0
39,78,firsthalf,2,Two Contrasts Shared,1,0.2857142857142857,7,0,0
39,78,firsthalf,2,Two Contrasts Privileged,0.75,0.5,4,0,0
39,78,firsthalf,2,One Contrast,0.5,0.25,4,0,0
39,78,secondhalf,3,Two Contrasts Shared,0.8571428571428571,0.14285714285714285,7,0,0
39,78,secondhalf,3,Two Contrasts Privileged,0.5,0.25,4,0,0
39,78,secondhalf,3,One Contrast,1,0.25,4,0,0
