pair,listener,condition,prop_target_fix,prop_compet_fix,num_trials,numtNA,numcNA
81,162,Two Contrasts Shared,0.8846153846153846,0.4230769230769231,26,0,0
81,162,Two Contrasts Privileged,0.8666666666666667,0.4666666666666667,15,0,0
81,162,One Contrast,0.9285714285714286,0.14285714285714285,14,0,0
81,163,Two Contrasts Shared,0.8214285714285714,0.42857142857142855,28,0,0
81,163,Two Contrasts Privileged,1,0.14285714285714285,14,0,0
81,163,One Contrast,0.9230769230769231,0.15384615384615385,13,0,0
83,166,Two Contrasts Shared,0.8571428571428571,0.42857142857142855,28,0,0
83,166,Two Contrasts Privileged,0.8666666666666667,0.4,15,0,0
83,166,One Contrast,1,0.26666666666666666,15,0,0
83,167,Two Contrasts Shared,0.8275862068965517,0.4827586206896552,29,0,0
83,167,Two Contrasts Privileged,0.7692307692307693,0.7692307692307693,13,0,0
83,167,One Contrast,0.7857142857142857,0.5714285714285714,14,0,0
84,168,Two Contrasts Shared,0.8620689655172413,0.5862068965517241,29,0,0
84,168,Two Contrasts Privileged,0.7692307692307693,0.5384615384615384,13,0,0
84,168,One Contrast,0.9285714285714286,0.42857142857142855,14,0,0
84,169,Two Contrasts Shared,0.7666666666666667,0.5333333333333333,30,0,0
84,169,Two Contrasts Privileged,0.7857142857142857,0.7857142857142857,14,0,0
84,169,One Contrast,0.7692307692307693,0.3076923076923077,13,0,0
85,170,Two Contrasts Shared,0.7857142857142857,0.6071428571428571,28,0,0
85,170,Two Contrasts Privileged,0.7142857142857143,0.42857142857142855,14,0,0
85,170,One Contrast,0.9285714285714286,0.21428571428571427,14,0,0
85,171,Two Contrasts Shared,0.8064516129032258,0.5483870967741935,31,0,0
85,171,Two Contrasts Privileged,0.8571428571428571,0.5,14,0,0
85,171,One Contrast,0.875,0.5,16,0,0
86,172,Two Contrasts Shared,0.3448275862068966,0.2413793103448276,29,0,0
86,172,Two Contrasts Privileged,0.4166666666666667,0.6666666666666666,12,0,0
86,172,One Contrast,0.5384615384615384,0.46153846153846156,13,0,0
86,173,Two Contrasts Shared,0.7916666666666666,0.3333333333333333,24,0,0
86,173,Two Contrasts Privileged,0.8,0.6666666666666666,15,0,0
86,173,One Contrast,0.875,0.1875,16,0,0
87,184,Two Contrasts Shared,0.7777777777777778,0.5185185185185185,27,0,0
87,184,Two Contrasts Privileged,0.7333333333333333,0.13333333333333333,15,0,0
87,184,One Contrast,0.8125,0.1875,16,0,0
87,185,Two Contrasts Shared,0.7857142857142857,0.5,28,0,0
87,185,Two Contrasts Privileged,0.9285714285714286,0.5714285714285714,14,0,0
87,185,One Contrast,0.5714285714285714,0.35714285714285715,14,0,0
88,176,Two Contrasts Shared,0.72,0.36,25,0,0
88,176,Two Contrasts Privileged,1,0.38461538461538464,13,0,0
88,176,One Contrast,0.6923076923076923,0.07692307692307693,13,0,0
88,177,Two Contrasts Shared,0.7307692307692307,0.4230769230769231,26,0,0
88,177,Two Contrasts Privileged,0.7692307692307693,0.6923076923076923,13,0,0
88,177,One Contrast,0.8888888888888888,0.3333333333333333,9,0,0
89,178,Two Contrasts Shared,0.6923076923076923,0.5,26,0,0
89,178,Two Contrasts Privileged,0.8461538461538461,0.38461538461538464,13,0,0
89,178,One Contrast,0.9333333333333333,0.06666666666666667,15,0,0
89,179,Two Contrasts Shared,0.9411764705882353,0.35294117647058826,17,0,0
89,179,Two Contrasts Privileged,1,0.6,10,0,0
89,179,One Contrast,1,0.2857142857142857,14,0,0
90,180,Two Contrasts Shared,0.7692307692307693,0.5384615384615384,26,0,0
90,180,Two Contrasts Privileged,0.8,0.6666666666666666,15,0,0
90,180,One Contrast,0.9285714285714286,0.14285714285714285,14,0,0
90,181,Two Contrasts Shared,0.8333333333333334,0.43333333333333335,30,0,0
90,181,Two Contrasts Privileged,0.7142857142857143,0.35714285714285715,14,0,0
90,181,One Contrast,0.5833333333333334,0.25,12,0,0
