pair,speaker,crit_half,crit_order_bin,condition,prop_size_adj_use,num_trials,num_NA
52,104,secondhalf,3,No Contrast,0,4,0
52,104,secondhalf,3,One Contrast Privileged,1,4,0
52,104,secondhalf,3,Two Contrasts Shared,1,8,0
52,104,secondhalf,4,No Contrast,0,5,0
52,104,secondhalf,4,One Contrast Privileged,1,5,0
52,104,secondhalf,4,Two Contrasts Shared,0.7777777777777778,9,0
52,105,firsthalf,1,No Contrast,0,3,0
52,105,firsthalf,1,One Contrast Privileged,0.6666666666666666,3,0
52,105,firsthalf,1,Two Contrasts Shared,1,7,0
52,105,firsthalf,2,No Contrast,0,4,0
52,105,firsthalf,2,One Contrast Privileged,0,4,0
52,105,firsthalf,2,Two Contrasts Shared,1,8,0
52,105,secondhalf,3,No Contrast,0,4,0
52,105,secondhalf,3,One Contrast Privileged,0,4,0
52,105,secondhalf,3,Two Contrasts Shared,1,8,0
52,105,secondhalf,4,No Contrast,0,5,0
52,105,secondhalf,4,One Contrast Privileged,0,5,0
52,105,secondhalf,4,Two Contrasts Shared,1,9,0
53,106,firsthalf,1,No Contrast,0,3,0
53,106,firsthalf,1,One Contrast Privileged,1,3,0
53,106,firsthalf,1,Two Contrasts Shared,1,7,0
53,106,firsthalf,2,No Contrast,0,4,0
53,106,firsthalf,2,One Contrast Privileged,1,4,0
53,106,firsthalf,2,Two Contrasts Shared,1,8,0
53,106,secondhalf,3,No Contrast,0,4,0
53,106,secondhalf,3,One Contrast Privileged,1,4,0
53,106,secondhalf,3,Two Contrasts Shared,1,8,0
53,106,secondhalf,4,No Contrast,0,5,0
53,106,secondhalf,4,One Contrast Privileged,0.8,5,0
53,106,secondhalf,4,Two Contrasts Shared,1,9,0
53,107,firsthalf,1,No Contrast,0,3,0
53,107,firsthalf,1,One Contrast Privileged,1,3,0
53,107,firsthalf,1,Two Contrasts Shared,0.8571428571428571,7,0
53,107,firsthalf,2,No Contrast,0,4,0
53,107,firsthalf,2,One Contrast Privileged,1,4,0
53,107,firsthalf,2,Two Contrasts Shared,1,8,0
53,107,secondhalf,3,No Contrast,0,4,0
53,107,secondhalf,3,One Contrast Privileged,1,4,0
53,107,secondhalf,3,Two Contrasts Shared,1,8,0
53,107,secondhalf,4,No Contrast,0,5,0
53,107,secondhalf,4,One Contrast Privileged,1,5,4
53,107,secondhalf,4,Two Contrasts Shared,1,9,5
54,108,firsthalf,1,No Contrast,0,3,0
54,108,firsthalf,1,One Contrast Privileged,1,3,0
54,108,firsthalf,1,Two Contrasts Shared,1,7,0
54,108,firsthalf,2,No Contrast,0,4,0
54,108,firsthalf,2,One Contrast Privileged,0.5,4,0
54,108,firsthalf,2,Two Contrasts Shared,1,8,0
54,108,secondhalf,3,No Contrast,0,4,0
54,108,secondhalf,3,One Contrast Privileged,1,4,0
54,108,secondhalf,3,Two Contrasts Shared,1,8,0
54,108,secondhalf,4,No Contrast,0,5,0
54,108,secondhalf,4,One Contrast Privileged,0,5,0
54,108,secondhalf,4,Two Contrasts Shared,1,9,0
54,109,firsthalf,1,No Contrast,0,3,0
54,109,firsthalf,1,One Contrast Privileged,1,3,0
54,109,firsthalf,1,Two Contrasts Shared,1,7,0
54,109,firsthalf,2,No Contrast,0.25,4,0
54,109,firsthalf,2,One Contrast Privileged,1,4,0
54,109,firsthalf,2,Two Contrasts Shared,1,8,0
54,109,secondhalf,3,No Contrast,0,4,0
54,109,secondhalf,3,One Contrast Privileged,1,4,0
54,109,secondhalf,3,Two Contrasts Shared,1,8,0
54,109,secondhalf,4,No Contrast,0,5,0
54,109,secondhalf,4,One Contrast Privileged,0.8,5,0
54,109,secondhalf,4,Two Contrasts Shared,0.8888888888888888,9,0
55,110,firsthalf,1,No Contrast,0,3,0
55,110,firsthalf,1,One Contrast Privileged,1,3,0
55,110,firsthalf,1,Two Contrasts Shared,1,7,0
55,110,firsthalf,2,No Contrast,0,4,0
55,110,firsthalf,2,One Contrast Privileged,0.5,4,0
55,110,firsthalf,2,Two Contrasts Shared,1,8,0
55,110,secondhalf,3,No Contrast,0,4,0
55,110,secondhalf,3,One Contrast Privileged,0,4,0
55,110,secondhalf,3,Two Contrasts Shared,1,8,0
55,110,secondhalf,4,No Contrast,0,5,0
55,110,secondhalf,4,One Contrast Privileged,0,5,0
55,110,secondhalf,4,Two Contrasts Shared,1,9,0
55,111,firsthalf,1,No Contrast,0,3,0
55,111,firsthalf,1,One Contrast Privileged,1,3,0
55,111,firsthalf,1,Two Contrasts Shared,1,7,0
55,111,firsthalf,2,No Contrast,0,4,0
55,111,firsthalf,2,One Contrast Privileged,0.25,4,0
55,111,firsthalf,2,Two Contrasts Shared,1,8,0
55,111,secondhalf,3,No Contrast,0,4,0
55,111,secondhalf,3,One Contrast Privileged,0,4,0
55,111,secondhalf,3,Two Contrasts Shared,1,8,0
55,111,secondhalf,4,No Contrast,0,5,0
55,111,secondhalf,4,One Contrast Privileged,0.2,5,0
55,111,secondhalf,4,Two Contrasts Shared,1,9,0
56,112,firsthalf,1,No Contrast,0.3333333333333333,3,0
56,112,firsthalf,1,One Contrast Privileged,1,3,0
56,112,firsthalf,1,Two Contrasts Shared,1,7,0
56,112,firsthalf,2,No Contrast,0.25,4,0
56,112,firsthalf,2,One Contrast Privileged,1,4,0
56,112,firsthalf,2,Two Contrasts Shared,1,8,0
56,112,secondhalf,3,No Contrast,0,4,0
56,112,secondhalf,3,One Contrast Privileged,1,4,0
56,112,secondhalf,3,Two Contrasts Shared,1,8,0
56,112,secondhalf,4,No Contrast,0,5,0
56,112,secondhalf,4,One Contrast Privileged,1,5,0
56,112,secondhalf,4,Two Contrasts Shared,1,9,0
56,113,firsthalf,1,No Contrast,0,3,0
56,113,firsthalf,1,One Contrast Privileged,1,3,0
56,113,firsthalf,1,Two Contrasts Shared,1,7,0
56,113,firsthalf,2,No Contrast,1,4,0
56,113,firsthalf,2,One Contrast Privileged,1,4,0
56,113,firsthalf,2,Two Contrasts Shared,1,8,0
56,113,secondhalf,3,No Contrast,0.5,4,0
56,113,secondhalf,3,One Contrast Privileged,1,4,0
56,113,secondhalf,3,Two Contrasts Shared,1,8,0
56,113,secondhalf,4,No Contrast,0.4,5,0
56,113,secondhalf,4,One Contrast Privileged,0.8,5,0
56,113,secondhalf,4,Two Contrasts Shared,1,9,0
57,114,firsthalf,1,No Contrast,0.3333333333333333,3,0
57,114,firsthalf,1,One Contrast Privileged,1,3,0
57,114,firsthalf,1,Two Contrasts Shared,1,7,0
57,114,firsthalf,2,No Contrast,0,4,0
57,114,firsthalf,2,One Contrast Privileged,0.75,4,0
57,114,firsthalf,2,Two Contrasts Shared,0.875,8,0
57,114,secondhalf,3,No Contrast,0,4,0
57,114,secondhalf,3,One Contrast Privileged,0,4,0
57,114,secondhalf,3,Two Contrasts Shared,1,8,0
57,114,secondhalf,4,No Contrast,0.2,5,0
57,114,secondhalf,4,One Contrast Privileged,0.2,5,0
57,114,secondhalf,4,Two Contrasts Shared,1,9,0
57,115,firsthalf,1,No Contrast,0,3,0
57,115,firsthalf,1,One Contrast Privileged,1,3,0
57,115,firsthalf,1,Two Contrasts Shared,1,7,0
57,115,firsthalf,2,No Contrast,0,4,0
57,115,firsthalf,2,One Contrast Privileged,1,4,0
57,115,firsthalf,2,Two Contrasts Shared,1,8,0
57,115,secondhalf,3,No Contrast,0,4,0
57,115,secondhalf,3,One Contrast Privileged,1,4,0
57,115,secondhalf,3,Two Contrasts Shared,1,8,0
57,115,secondhalf,4,No Contrast,0,5,0
57,115,secondhalf,4,One Contrast Privileged,1,5,0
57,115,secondhalf,4,Two Contrasts Shared,1,9,0
58,116,firsthalf,1,No Contrast,0,3,0
58,116,firsthalf,1,One Contrast Privileged,0,3,0
58,116,firsthalf,1,Two Contrasts Shared,1,7,0
58,116,firsthalf,2,No Contrast,0,4,0
58,116,firsthalf,2,One Contrast Privileged,1,4,0
58,116,firsthalf,2,Two Contrasts Shared,1,8,0
58,116,secondhalf,3,No Contrast,0.25,4,0
58,116,secondhalf,3,One Contrast Privileged,1,4,0
58,116,secondhalf,3,Two Contrasts Shared,1,8,0
58,116,secondhalf,4,No Contrast,0,5,0
58,116,secondhalf,4,One Contrast Privileged,0.8,5,0
58,116,secondhalf,4,Two Contrasts Shared,0.8888888888888888,9,0
58,117,firsthalf,1,No Contrast,0,3,0
58,117,firsthalf,1,One Contrast Privileged,0.6666666666666666,3,0
58,117,firsthalf,1,Two Contrasts Shared,1,7,0
58,117,firsthalf,2,No Contrast,0,4,0
58,117,firsthalf,2,One Contrast Privileged,0.5,4,0
58,117,firsthalf,2,Two Contrasts Shared,1,8,0
58,117,secondhalf,3,No Contrast,0,4,0
58,117,secondhalf,3,One Contrast Privileged,0.5,4,0
58,117,secondhalf,3,Two Contrasts Shared,1,8,0
58,117,secondhalf,4,No Contrast,0,5,0
58,117,secondhalf,4,One Contrast Privileged,0.4,5,0
58,117,secondhalf,4,Two Contrasts Shared,1,9,0
59,118,firsthalf,1,No Contrast,0,3,0
59,118,firsthalf,1,One Contrast Privileged,1,3,0
59,118,firsthalf,1,Two Contrasts Shared,1,7,0
59,118,firsthalf,2,No Contrast,0.25,4,0
59,118,firsthalf,2,One Contrast Privileged,1,4,0
59,118,firsthalf,2,Two Contrasts Shared,1,8,0
59,118,secondhalf,3,No Contrast,0.5,4,0
59,118,secondhalf,3,One Contrast Privileged,1,4,0
59,118,secondhalf,3,Two Contrasts Shared,1,8,0
59,118,secondhalf,4,No Contrast,0,5,0
59,118,secondhalf,4,One Contrast Privileged,1,5,0
59,118,secondhalf,4,Two Contrasts Shared,1,9,0
59,119,firsthalf,1,No Contrast,0.3333333333333333,3,0
59,119,firsthalf,1,One Contrast Privileged,0.3333333333333333,3,0
59,119,firsthalf,1,Two Contrasts Shared,0.7142857142857143,7,0
59,119,firsthalf,2,No Contrast,0,4,0
59,119,firsthalf,2,One Contrast Privileged,0.5,4,0
59,119,firsthalf,2,Two Contrasts Shared,1,8,0
59,119,secondhalf,3,No Contrast,0,4,0
59,119,secondhalf,3,One Contrast Privileged,0,4,0
59,119,secondhalf,3,Two Contrasts Shared,1,8,0
59,119,secondhalf,4,No Contrast,0,5,0
59,119,secondhalf,4,One Contrast Privileged,0,5,0
59,119,secondhalf,4,Two Contrasts Shared,1,9,0
60,120,firsthalf,1,No Contrast,0.3333333333333333,3,0
60,120,firsthalf,1,One Contrast Privileged,0.6666666666666666,3,0
60,120,firsthalf,1,Two Contrasts Shared,1,7,0
60,120,firsthalf,2,No Contrast,0,4,0
60,120,firsthalf,2,One Contrast Privileged,0,4,0
60,120,firsthalf,2,Two Contrasts Shared,1,8,0
60,120,secondhalf,3,No Contrast,0,4,0
60,120,secondhalf,3,One Contrast Privileged,0,4,0
60,120,secondhalf,3,Two Contrasts Shared,1,8,0
60,120,secondhalf,4,No Contrast,0,5,0
60,120,secondhalf,4,One Contrast Privileged,0,5,0
60,120,secondhalf,4,Two Contrasts Shared,1,9,0
60,121,firsthalf,1,No Contrast,0.6666666666666666,3,0
60,121,firsthalf,1,One Contrast Privileged,0.3333333333333333,3,0
60,121,firsthalf,1,Two Contrasts Shared,1,7,0
60,121,firsthalf,2,No Contrast,0,4,0
60,121,firsthalf,2,One Contrast Privileged,0.75,4,0
60,121,firsthalf,2,Two Contrasts Shared,1,8,0
60,121,secondhalf,3,No Contrast,0,4,0
60,121,secondhalf,3,One Contrast Privileged,0.25,4,0
60,121,secondhalf,3,Two Contrasts Shared,1,8,0
60,121,secondhalf,4,No Contrast,0,5,0
60,121,secondhalf,4,One Contrast Privileged,0.6,5,0
60,121,secondhalf,4,Two Contrasts Shared,1,9,0
61,122,firsthalf,1,No Contrast,0,3,0
61,122,firsthalf,1,One Contrast Privileged,1,3,0
61,122,firsthalf,1,Two Contrasts Shared,1,7,0
61,122,firsthalf,2,No Contrast,0,4,0
61,122,firsthalf,2,One Contrast Privileged,0.5,4,0
61,122,firsthalf,2,Two Contrasts Shared,1,8,0
61,122,secondhalf,3,No Contrast,0,4,0
61,122,secondhalf,3,One Contrast Privileged,1,4,0
61,122,secondhalf,3,Two Contrasts Shared,1,8,0
61,122,secondhalf,4,No Contrast,0,5,0
61,122,secondhalf,4,One Contrast Privileged,1,5,0
61,122,secondhalf,4,Two Contrasts Shared,1,9,0
61,123,firsthalf,1,No Contrast,0,3,0
61,123,firsthalf,1,One Contrast Privileged,0.6666666666666666,3,0
61,123,firsthalf,1,Two Contrasts Shared,1,7,0
61,123,firsthalf,2,No Contrast,0,4,0
61,123,firsthalf,2,One Contrast Privileged,1,4,0
61,123,firsthalf,2,Two Contrasts Shared,1,8,0
61,123,secondhalf,3,No Contrast,0,4,0
61,123,secondhalf,3,One Contrast Privileged,1,4,0
61,123,secondhalf,3,Two Contrasts Shared,1,8,0
61,123,secondhalf,4,No Contrast,0,5,0
61,123,secondhalf,4,One Contrast Privileged,1,5,0
61,123,secondhalf,4,Two Contrasts Shared,1,9,0
62,124,firsthalf,1,No Contrast,0,3,0
62,124,firsthalf,1,One Contrast Privileged,0.3333333333333333,3,0
62,124,firsthalf,1,Two Contrasts Shared,0.8571428571428571,7,0
62,124,firsthalf,2,No Contrast,0,4,0
62,124,firsthalf,2,One Contrast Privileged,1,4,0
62,124,firsthalf,2,Two Contrasts Shared,0.875,8,0
62,124,secondhalf,3,No Contrast,0,4,0
62,124,secondhalf,3,One Contrast Privileged,0.25,4,0
62,124,secondhalf,3,Two Contrasts Shared,1,8,0
62,124,secondhalf,4,No Contrast,0,5,0
62,124,secondhalf,4,One Contrast Privileged,0,5,0
62,124,secondhalf,4,Two Contrasts Shared,1,9,0
62,125,firsthalf,1,No Contrast,0,3,0
62,125,firsthalf,1,One Contrast Privileged,1,3,0
62,125,firsthalf,1,Two Contrasts Shared,1,7,0
62,125,firsthalf,2,No Contrast,0,4,0
62,125,firsthalf,2,One Contrast Privileged,0,4,0
62,125,firsthalf,2,Two Contrasts Shared,1,8,0
62,125,secondhalf,3,No Contrast,0,4,0
62,125,secondhalf,3,One Contrast Privileged,0,4,0
62,125,secondhalf,3,Two Contrasts Shared,1,8,0
62,125,secondhalf,4,No Contrast,0,5,0
62,125,secondhalf,4,One Contrast Privileged,0.2,5,0
62,125,secondhalf,4,Two Contrasts Shared,1,9,0
63,126,firsthalf,1,No Contrast,0,3,0
63,126,firsthalf,1,One Contrast Privileged,1,3,0
63,126,firsthalf,1,Two Contrasts Shared,1,7,0
63,126,firsthalf,2,No Contrast,0,4,0
63,126,firsthalf,2,One Contrast Privileged,0.75,4,0
63,126,firsthalf,2,Two Contrasts Shared,1,8,0
63,126,secondhalf,3,No Contrast,0,4,0
63,126,secondhalf,3,One Contrast Privileged,0.75,4,0
63,126,secondhalf,3,Two Contrasts Shared,1,8,0
63,126,secondhalf,4,No Contrast,0,5,0
63,126,secondhalf,4,One Contrast Privileged,1,5,0
63,126,secondhalf,4,Two Contrasts Shared,1,9,0
63,127,firsthalf,1,No Contrast,0,3,0
63,127,firsthalf,1,One Contrast Privileged,1,3,0
63,127,firsthalf,1,Two Contrasts Shared,1,7,0
63,127,firsthalf,2,No Contrast,0,4,0
63,127,firsthalf,2,One Contrast Privileged,1,4,0
63,127,firsthalf,2,Two Contrasts Shared,1,8,0
63,127,secondhalf,3,No Contrast,0,4,0
63,127,secondhalf,3,One Contrast Privileged,1,4,0
63,127,secondhalf,3,Two Contrasts Shared,1,8,0
63,127,secondhalf,4,No Contrast,0.2,5,0
63,127,secondhalf,4,One Contrast Privileged,1,5,0
63,127,secondhalf,4,Two Contrasts Shared,1,9,0
64,128,firsthalf,1,No Contrast,0,3,0
64,128,firsthalf,1,One Contrast Privileged,1,3,0
64,128,firsthalf,1,Two Contrasts Shared,1,7,0
64,128,firsthalf,2,No Contrast,0.25,4,0
64,128,firsthalf,2,One Contrast Privileged,0.5,4,0
64,128,firsthalf,2,Two Contrasts Shared,1,8,0
64,128,secondhalf,3,No Contrast,0,4,0
64,128,secondhalf,3,One Contrast Privileged,0.25,4,0
64,128,secondhalf,3,Two Contrasts Shared,1,8,0
64,128,secondhalf,4,No Contrast,0,5,0
64,128,secondhalf,4,One Contrast Privileged,0.2,5,0
64,128,secondhalf,4,Two Contrasts Shared,1,9,0
64,129,firsthalf,1,No Contrast,0.3333333333333333,3,0
64,129,firsthalf,1,One Contrast Privileged,0.3333333333333333,3,0
64,129,firsthalf,1,Two Contrasts Shared,1,7,0
64,129,firsthalf,2,No Contrast,0,4,0
64,129,firsthalf,2,One Contrast Privileged,1,4,0
64,129,firsthalf,2,Two Contrasts Shared,1,8,0
64,129,secondhalf,3,No Contrast,0,4,0
64,129,secondhalf,3,One Contrast Privileged,1,4,0
64,129,secondhalf,3,Two Contrasts Shared,1,8,0
64,129,secondhalf,4,No Contrast,0,5,0
64,129,secondhalf,4,One Contrast Privileged,1,5,0
64,129,secondhalf,4,Two Contrasts Shared,1,9,0
65,130,firsthalf,1,No Contrast,0,3,0
65,130,firsthalf,1,One Contrast Privileged,1,3,0
65,130,firsthalf,1,Two Contrasts Shared,1,7,0
65,130,firsthalf,2,No Contrast,0,4,0
65,130,firsthalf,2,One Contrast Privileged,0.25,4,0
65,130,firsthalf,2,Two Contrasts Shared,1,8,0
65,130,secondhalf,3,No Contrast,0,4,0
65,130,secondhalf,3,One Contrast Privileged,0.25,4,0
65,130,secondhalf,3,Two Contrasts Shared,0.875,8,0
65,130,secondhalf,4,No Contrast,0,5,0
65,130,secondhalf,4,One Contrast Privileged,0,5,0
65,130,secondhalf,4,Two Contrasts Shared,1,9,0
65,131,firsthalf,1,No Contrast,0.3333333333333333,3,0
65,131,firsthalf,1,One Contrast Privileged,1,3,0
65,131,firsthalf,1,Two Contrasts Shared,1,7,0
65,131,firsthalf,2,No Contrast,0,4,0
65,131,firsthalf,2,One Contrast Privileged,1,4,0
65,131,firsthalf,2,Two Contrasts Shared,0.875,8,0
65,131,secondhalf,3,No Contrast,0,4,0
65,131,secondhalf,3,One Contrast Privileged,0.75,4,0
65,131,secondhalf,3,Two Contrasts Shared,1,8,0
65,131,secondhalf,4,No Contrast,0,5,0
65,131,secondhalf,4,One Contrast Privileged,0.8,5,0
65,131,secondhalf,4,Two Contrasts Shared,1,9,0
66,132,firsthalf,1,No Contrast,0,3,1
66,132,firsthalf,1,One Contrast Privileged,1,3,0
66,132,firsthalf,1,Two Contrasts Shared,1,7,0
66,132,firsthalf,2,No Contrast,0,4,0
66,132,firsthalf,2,One Contrast Privileged,1,4,0
66,132,firsthalf,2,Two Contrasts Shared,1,8,0
66,132,secondhalf,3,No Contrast,0,4,0
66,132,secondhalf,3,One Contrast Privileged,1,4,0
66,132,secondhalf,3,Two Contrasts Shared,1,8,0
66,132,secondhalf,4,No Contrast,0,5,0
66,132,secondhalf,4,One Contrast Privileged,0.6,5,0
66,132,secondhalf,4,Two Contrasts Shared,1,9,0
66,133,firsthalf,1,No Contrast,0,3,0
66,133,firsthalf,1,One Contrast Privileged,1,3,0
66,133,firsthalf,1,Two Contrasts Shared,1,7,0
66,133,firsthalf,2,No Contrast,0,4,0
66,133,firsthalf,2,One Contrast Privileged,1,4,0
66,133,firsthalf,2,Two Contrasts Shared,1,8,0
66,133,secondhalf,3,No Contrast,0,4,0
66,133,secondhalf,3,One Contrast Privileged,0.75,4,0
66,133,secondhalf,3,Two Contrasts Shared,1,8,0
66,133,secondhalf,4,No Contrast,0,5,0
66,133,secondhalf,4,One Contrast Privileged,0.4,5,0
66,133,secondhalf,4,Two Contrasts Shared,0.8888888888888888,9,0
67,134,firsthalf,1,No Contrast,0,3,0
67,134,firsthalf,1,One Contrast Privileged,0,3,0
67,134,firsthalf,1,Two Contrasts Shared,1,7,0
67,134,firsthalf,2,No Contrast,0,4,0
67,134,firsthalf,2,One Contrast Privileged,0.25,4,0
67,134,firsthalf,2,Two Contrasts Shared,0.875,8,0
67,134,secondhalf,3,No Contrast,0,4,0
67,134,secondhalf,3,One Contrast Privileged,0,4,0
67,134,secondhalf,3,Two Contrasts Shared,1,8,0
67,134,secondhalf,4,No Contrast,0,5,0
67,134,secondhalf,4,One Contrast Privileged,0,5,0
67,134,secondhalf,4,Two Contrasts Shared,1,9,0
67,135,firsthalf,1,No Contrast,0.3333333333333333,3,0
67,135,firsthalf,1,One Contrast Privileged,0.3333333333333333,3,0
67,135,firsthalf,1,Two Contrasts Shared,1,7,0
67,135,firsthalf,2,No Contrast,0,4,0
67,135,firsthalf,2,One Contrast Privileged,0,4,0
67,135,firsthalf,2,Two Contrasts Shared,1,8,0
67,135,secondhalf,3,No Contrast,0,4,0
67,135,secondhalf,3,One Contrast Privileged,0,4,0
67,135,secondhalf,3,Two Contrasts Shared,1,8,0
67,135,secondhalf,4,No Contrast,0,5,0
67,135,secondhalf,4,One Contrast Privileged,0,5,0
67,135,secondhalf,4,Two Contrasts Shared,1,9,0
69,138,firsthalf,1,No Contrast,0,3,0
69,138,firsthalf,1,One Contrast Privileged,1,3,0
69,138,firsthalf,1,Two Contrasts Shared,1,7,0
69,138,firsthalf,2,No Contrast,0,4,0
69,138,firsthalf,2,One Contrast Privileged,0.75,4,0
69,138,firsthalf,2,Two Contrasts Shared,1,8,0
69,138,secondhalf,3,No Contrast,0,4,0
69,138,secondhalf,3,One Contrast Privileged,0,4,0
69,138,secondhalf,3,Two Contrasts Shared,1,8,0
69,138,secondhalf,4,No Contrast,0,5,0
69,138,secondhalf,4,One Contrast Privileged,0.2,5,0
69,138,secondhalf,4,Two Contrasts Shared,1,9,0
69,139,firsthalf,1,No Contrast,0,3,0
69,139,firsthalf,1,One Contrast Privileged,1,3,0
69,139,firsthalf,1,Two Contrasts Shared,1,7,0
69,139,firsthalf,2,No Contrast,0,4,0
69,139,firsthalf,2,One Contrast Privileged,0.5,4,0
69,139,firsthalf,2,Two Contrasts Shared,0.75,8,0
69,139,secondhalf,3,No Contrast,0,4,0
69,139,secondhalf,3,One Contrast Privileged,0.25,4,0
69,139,secondhalf,3,Two Contrasts Shared,0.875,8,0
69,139,secondhalf,4,No Contrast,0,5,0
69,139,secondhalf,4,One Contrast Privileged,0.2,5,0
69,139,secondhalf,4,Two Contrasts Shared,1,9,0
70,140,firsthalf,1,No Contrast,0,3,0
70,140,firsthalf,1,One Contrast Privileged,0.6666666666666666,3,0
70,140,firsthalf,1,Two Contrasts Shared,1,7,0
70,140,firsthalf,2,No Contrast,0,4,0
70,140,firsthalf,2,One Contrast Privileged,0,4,0
70,140,firsthalf,2,Two Contrasts Shared,1,8,0
70,140,secondhalf,3,No Contrast,0,4,0
70,140,secondhalf,3,One Contrast Privileged,0.75,4,0
70,140,secondhalf,3,Two Contrasts Shared,1,8,0
70,140,secondhalf,4,No Contrast,0,5,0
70,140,secondhalf,4,One Contrast Privileged,0.6,5,0
70,140,secondhalf,4,Two Contrasts Shared,1,9,0
70,141,firsthalf,1,No Contrast,0,3,0
70,141,firsthalf,1,One Contrast Privileged,0.6666666666666666,3,0
70,141,firsthalf,1,Two Contrasts Shared,1,7,0
70,141,firsthalf,2,No Contrast,0,4,0
70,141,firsthalf,2,One Contrast Privileged,0.5,4,0
70,141,firsthalf,2,Two Contrasts Shared,1,8,0
70,141,secondhalf,3,No Contrast,0,4,0
70,141,secondhalf,3,One Contrast Privileged,0,4,0
70,141,secondhalf,3,Two Contrasts Shared,1,8,0
70,141,secondhalf,4,No Contrast,0,5,0
70,141,secondhalf,4,One Contrast Privileged,0,5,0
70,141,secondhalf,4,Two Contrasts Shared,1,9,0
72,144,firsthalf,1,No Contrast,0,3,0
72,144,firsthalf,1,One Contrast Privileged,1,3,0
72,144,firsthalf,1,Two Contrasts Shared,0.8571428571428571,7,0
72,144,firsthalf,2,No Contrast,0,4,0
72,144,firsthalf,2,One Contrast Privileged,0.75,4,0
72,144,firsthalf,2,Two Contrasts Shared,1,8,0
72,144,secondhalf,3,No Contrast,0.25,4,0
72,144,secondhalf,3,One Contrast Privileged,1,4,0
72,144,secondhalf,3,Two Contrasts Shared,1,8,0
72,144,secondhalf,4,No Contrast,0.4,5,0
72,144,secondhalf,4,One Contrast Privileged,1,5,0
72,144,secondhalf,4,Two Contrasts Shared,1,9,0
72,145,firsthalf,1,No Contrast,0,3,0
72,145,firsthalf,1,One Contrast Privileged,0.6666666666666666,3,0
72,145,firsthalf,1,Two Contrasts Shared,1,7,0
72,145,firsthalf,2,No Contrast,0,4,0
72,145,firsthalf,2,One Contrast Privileged,0.5,4,0
72,145,firsthalf,2,Two Contrasts Shared,1,8,0
72,145,secondhalf,3,No Contrast,0,4,0
72,145,secondhalf,3,One Contrast Privileged,0.5,4,0
72,145,secondhalf,3,Two Contrasts Shared,1,8,0
72,145,secondhalf,4,No Contrast,0.2,5,0
72,145,secondhalf,4,One Contrast Privileged,0,5,0
72,145,secondhalf,4,Two Contrasts Shared,1,9,0
74,148,firsthalf,1,No Contrast,0,3,0
74,148,firsthalf,1,One Contrast Privileged,1,3,0
74,148,firsthalf,1,Two Contrasts Shared,1,7,0
74,148,firsthalf,2,No Contrast,0,4,0
74,148,firsthalf,2,One Contrast Privileged,1,4,0
74,148,firsthalf,2,Two Contrasts Shared,1,8,0
74,148,secondhalf,3,No Contrast,0,4,0
74,148,secondhalf,3,One Contrast Privileged,1,4,0
74,148,secondhalf,3,Two Contrasts Shared,1,8,0
74,148,secondhalf,4,No Contrast,0,5,0
74,148,secondhalf,4,One Contrast Privileged,1,5,0
74,148,secondhalf,4,Two Contrasts Shared,1,9,0
74,149,firsthalf,1,No Contrast,0,3,0
74,149,firsthalf,1,One Contrast Privileged,1,3,0
74,149,firsthalf,1,Two Contrasts Shared,1,7,0
74,149,firsthalf,2,No Contrast,0,4,0
74,149,firsthalf,2,One Contrast Privileged,0.25,4,0
74,149,firsthalf,2,Two Contrasts Shared,1,8,0
74,149,secondhalf,3,No Contrast,0,4,0
74,149,secondhalf,3,One Contrast Privileged,0,4,0
74,149,secondhalf,3,Two Contrasts Shared,1,8,0
74,149,secondhalf,4,No Contrast,0,5,0
74,149,secondhalf,4,One Contrast Privileged,0,5,0
74,149,secondhalf,4,Two Contrasts Shared,1,9,0
75,150,firsthalf,1,No Contrast,0.6666666666666666,3,0
75,150,firsthalf,1,One Contrast Privileged,1,3,0
75,150,firsthalf,1,Two Contrasts Shared,1,7,0
75,150,firsthalf,2,No Contrast,1,4,0
75,150,firsthalf,2,One Contrast Privileged,1,4,0
75,150,firsthalf,2,Two Contrasts Shared,0.75,8,0
75,150,secondhalf,3,No Contrast,0.5,4,0
75,150,secondhalf,3,One Contrast Privileged,1,4,0
75,150,secondhalf,3,Two Contrasts Shared,1,8,0
75,150,secondhalf,4,No Contrast,0,5,0
75,150,secondhalf,4,One Contrast Privileged,1,5,0
75,150,secondhalf,4,Two Contrasts Shared,1,9,0
75,151,firsthalf,1,No Contrast,0,3,0
75,151,firsthalf,1,One Contrast Privileged,1,3,0
75,151,firsthalf,1,Two Contrasts Shared,1,7,0
75,151,firsthalf,2,No Contrast,0.5,4,0
75,151,firsthalf,2,One Contrast Privileged,1,4,0
75,151,firsthalf,2,Two Contrasts Shared,1,8,0
75,151,secondhalf,3,No Contrast,0.5,4,0
75,151,secondhalf,3,One Contrast Privileged,1,4,0
75,151,secondhalf,3,Two Contrasts Shared,1,8,0
75,151,secondhalf,4,No Contrast,0.4,5,0
75,151,secondhalf,4,One Contrast Privileged,1,5,0
75,151,secondhalf,4,Two Contrasts Shared,1,9,0
76,152,firsthalf,1,No Contrast,0,3,0
76,152,firsthalf,1,One Contrast Privileged,0.6666666666666666,3,0
76,152,firsthalf,1,Two Contrasts Shared,1,7,0
76,152,firsthalf,2,No Contrast,0,4,0
76,152,firsthalf,2,One Contrast Privileged,0.75,4,0
